Date,Close,Volume,EMA10,EMA50,EMA100,ROC12,ROC24,Name,AUD,CAD,EUR,GBP,USD,JPY,ENX,JPXGY,NIKKEI,NYSE,SSE,GOLD,OIL,SILVER
8/4/2021,14780.53,4337330000,14698.55518,14320.59865,13902.53405,-2.390239051,-1.894519344,NASDAQ,1.35,1.25,1.19,1.39,92.27,108.99,92.45,11.28,27584.08,16594.48,3477.22,1814.5,68.15,25.46
8/5/2021,14895.12,4107300000,14734.29424,14343.12889,13922.18922,-4.163376999,-2.462484357,NASDAQ,1.35,1.25,1.18,1.39,92.24,109.53,92.65,11.43,27728.12,16695.5,3466.55,1808.9,69.09,25.29
8/6/2021,14835.76,4173090000,14752.74256,14362.44776,13940.27973,-2.270729642,-2.236555458,NASDAQ,1.35,1.25,1.18,1.39,92.8,109.75,92.95,11.56,27820.04,16748.08,3458.23,1763.1,68.28,24.33
8/10/2021,14788.09,3991770000,14759.16937,14379.13961,13957.06805,-1.055849674,-1.796783763,NASDAQ,1.36,1.26,1.17,1.38,93.06,110.31,93.65,11.57,27888.15,16792.78,3529.93,1731.7,68.29,23.39
8/11/2021,14765.14,4002340000,14760.25494,14394.27688,13973.06947,0.511813637,-0.852074549,NASDAQ,1.36,1.25,1.17,1.38,92.91,110.6,94.95,11.72,28070.51,16875.39,3532.62,1753.3,69.25,23.49
8/12/2021,14816.26,4049000000,14770.43767,14410.82524,13989.76632,-1.050737501,-1.02050045,NASDAQ,1.36,1.25,1.17,1.39,93.04,110.37,94.1,11.72,28015.02,16871.12,3524.74,1751.8,69.09,23.12
8/13/2021,14822.9,4061070000,14779.97628,14426.98504,14006.26401,-0.406937914,-1.775091244,NASDAQ,1.36,1.25,1.17,1.38,92.52,110.4,94.35,11.92,27977.15,16868.11,3516.3,1778.2,68.44,23.78
8/16/2021,14793.76,3973920000,14782.48241,14441.36837,14021.85799,-0.104773905,-0.620802284,NASDAQ,1.36,1.25,1.18,1.39,92.63,109.62,94.4,11.67,27523.19,16836.74,3517.34,1789.8,67.29,23.79
8/17/2021,14656.18,4168880000,14759.51834,14449.79235,14034.41882,0.112580495,0.525785027,NASDAQ,1.36,1.26,1.18,1.38,93.13,109.3,97,11.54,27424.47,16707.13,3446.98,1787.8,66.59,23.66
8/18/2021,14525.91,3841840000,14717.04409,14452.77736,14044.15132,1.068160274,1.044616138,NASDAQ,1.38,1.26,1.17,1.37,93.14,109.54,98.25,11.66,27585.91,16550.34,3485.29,1784.4,65.46,23.42
8/19/2021,14541.79,4191490000,14685.17971,14456.26805,14054.00555,1.509442785,0.709403725,NASDAQ,1.38,1.27,1.17,1.37,93.57,109.84,98.65,11.73,27281.17,16429.14,3465.55,1783.1,63.69,23.23
8/20/2021,14714.66,3886340000,14690.53976,14466.40107,14067.08782,0.447648807,-1.165708212,NASDAQ,1.4,1.28,1.17,1.36,93.5,109.77,98.9,11.85,27013.25,16516.68,3427.33,1784,62.32,23.11
8/23/2021,14942.65,3906780000,14736.37799,14485.0775,14084.42569,-0.318082803,-3.449254316,NASDAQ,1.4,1.28,1.17,1.36,92.96,109.84,99,12.15,27494.24,16648.55,3477.13,1806.3,65.64,23.66
8/24/2021,15019.8,3809750000,14787.90926,14506.04701,14102.94795,-1.225315916,-4.958920891,NASDAQ,1.39,1.27,1.17,1.37,92.89,109.68,98.75,12.08,27732.1,16741.16,3514.47,1808.5,67.54,23.89
8/25/2021,15041.86,3654150000,14834.08213,14527.05928,14121.54027,-1.687091889,-3.609792938,NASDAQ,1.38,1.26,1.18,1.37,92.83,109.73,98.2,11.93,27724.8,16812.84,3540.38,1791,68.36,23.78
8/26/2021,14945.81,3630900000,14854.39628,14543.48088,14137.86244,-1.20883378,-2.099986551,NASDAQ,1.37,1.26,1.18,1.38,93.06,109.98,98.55,11.86,27742.29,16694.32,3501.66,1795.2,67.42,23.55
8/27/2021,15129.5,4048610000,14904.41514,14566.46202,14157.49883,-2.07039228,-1.908787468,NASDAQ,1.38,1.27,1.18,1.37,92.69,110.05,98.2,12.01,27641.14,16844.75,3522.16,1819.5,68.74,24.11
8/30/2021,15265.89,4061760000,14970.13784,14593.89057,14179.44717,-2.901828848,-3.965114382,NASDAQ,1.37,1.26,1.18,1.38,92.65,109.86,98.6,11.99,27789.29,16819.63,3528.15,1812.2,69.21,24.01
8/31/2021,15259.24,4188020000,15022.70187,14619.9827,14200.8292,-3.050479578,-3.254814788,NASDAQ,1.37,1.26,1.18,1.38,92.63,109.94,98.25,11.91,28089.54,16806.44,3543.94,1818.1,68.5,24.01
9/1/2021,15309.38,4271690000,15074.82517,14647.01789,14222.7807,-4.266665273,-3.469245652,NASDAQ,1.37,1.26,1.18,1.38,92.45,110.06,100.2,11.84,28451.02,16845.99,3567.1,1816,68.59,24.22
9/2/2021,15331.18,4050510000,15121.43514,14673.84778,14244.72921,-5.252498503,-4.295168408,NASDAQ,1.36,1.26,1.18,1.38,92.23,110.1,102.2,11.86,28543.51,16926.72,3597.04,1811.5,69.99,23.92
9/3/2021,15363.52,3706990000,15165.45057,14700.89375,14266.88348,-5.348578971,-4.442015892,NASDAQ,1.35,1.26,1.19,1.38,92.04,109.95,102.7,12.52,29128.11,16909.72,3581.73,1833.7,69.29,24.8
9/8/2021,15286.64,4131560000,15187.48501,14723.86419,14287.07668,-3.741698634,-3.436661032,NASDAQ,1.35,1.26,1.18,1.38,92.65,110.3,101.7,13.17,30181.21,16731.04,3675.19,1793.5,69.3,24.06
9/9/2021,15248.25,4031140000,15198.53319,14744.42834,14306.10981,-2.004164412,-3.067368387,NASDAQ,1.36,1.27,1.18,1.38,92.48,110.22,103,13.16,30008.19,16663.12,3693.13,1800,68.14,24.18
9/10/2021,15115.49,4587150000,15183.43443,14758.97978,14322.13714,-0.6330592,-1.457908411,NASDAQ,1.36,1.27,1.18,1.38,92.58,109.78,102.2,13.38,30381.84,16563.48,3703.11,1792.1,69.72,23.9
9/13/2021,15105.58,4723370000,15169.27908,14772.57194,14337.65086,-0.421830873,-1.786227341,NASDAQ,1.36,1.27,1.18,1.38,92.62,109.92,101.4,13.6,30447.37,16635.39,3715.37,1794.4,70.45,23.8
9/14/2021,15037.76,4593140000,15145.36652,14782.97147,14351.51441,-0.611460749,-1.66028717,NASDAQ,1.36,1.26,1.18,1.38,92.65,109.99,101.5,13.74,30670.1,16497.23,3662.6,1807.1,70.46,23.89
9/15/2021,15161.53,4465140000,15148.30533,14797.81691,14367.55432,-0.211258362,-2.614445904,NASDAQ,1.37,1.27,1.18,1.38,92.49,109.72,103.1,13.95,30511.71,16626.88,3656.22,1794.8,72.61,23.8
9/16/2021,15181.92,3701500000,15154.41709,14812.87977,14383.68038,0.553092099,-2.408522769,NASDAQ,1.36,1.26,1.18,1.38,92.86,109.38,105.3,13.78,30323.34,16576.77,3607.09,1756.7,72.61,22.79
9/17/2021,15043.97,6709540000,15134.3358,14821.94213,14396.75542,1.430938775,-1.469492428,NASDAQ,1.37,1.27,1.18,1.38,93.2,109.7,103.2,13.53,30500.05,16460.35,3613.97,1751.4,71.97,22.34
9/22/2021,14896.85,4252490000,15091.15656,14824.8797,14406.65828,2.769243162,-0.692025495,NASDAQ,1.38,1.28,1.17,1.37,93.46,109.15,101,13.35,29639.4,16352.18,3628.49,1778.8,72.23,22.91
9/24/2021,15047.7,3992150000,15083.25537,14833.61775,14419.35218,1.883875941,-2.60185942,NASDAQ,1.37,1.27,1.17,1.37,93.33,110.33,100.5,13.43,30248.81,16539.15,3613.07,1751.7,73.98,22.43
9/27/2021,14969.97,4650790000,15062.65803,14838.9649,14430.2555,2.628929784,-2.96633861,NASDAQ,1.38,1.26,1.17,1.37,93.38,110.76,98.9,13.36,30240.06,16599.79,3582.83,1752,75.45,22.69
9/28/2021,14546.68,4989510000,14968.84384,14827.50274,14432.56094,5.086796437,-0.033615918,NASDAQ,1.37,1.26,1.17,1.37,93.77,110.96,97.15,12.84,30183.96,16328.78,3602.22,1737.5,75.29,22.47
9/29/2021,14512.44,5294600000,14885.86133,14815.14734,14434.1427,5.070201841,1.393425227,NASDAQ,1.38,1.27,1.17,1.35,94.34,111.53,97.8,12.75,29544.29,16344.89,3536.29,1722.9,74.83,21.49
9/30/2021,14448.58,5950950000,14806.35563,14800.77215,14434.42859,4.615747707,3.419505585,NASDAQ,1.39,1.28,1.16,1.34,94.25,111.94,97.7,12.43,29452.66,16144.92,3568.17,1757,75.03,22.05
10/8/2021,14579.54,3571380000,14765.11643,14792.09638,14437.30208,3.608069939,3.019711184,NASDAQ,1.37,1.25,1.16,1.36,94.07,111.66,100.1,12.41,28048.94,16517.23,3592.17,1757.4,79.35,22.71
10/11/2021,14486.2,3539540000,14714.40435,14780.10044,14438.27035,3.807485745,3.835788544,NASDAQ,1.37,1.25,1.16,1.36,94.32,112.27,99.05,12.4,28498.2,16430.07,3591.71,1755.7,80.52,22.67
10/12/2021,14465.92,4063830000,14669.22538,14767.77964,14438.81787,4.808612242,3.317383201,NASDAQ,1.36,1.25,1.16,1.36,94.52,113.39,100.9,12.16,28230.61,16441.75,3546.94,1759.3,80.64,22.51
10/13/2021,14571.64,4053580000,14651.48258,14760.08789,14441.44801,4.188135309,3.828395431,NASDAQ,1.36,1.25,1.15,1.36,94.08,113.52,99.3,12.22,28140.28,16513.16,3561.76,1794.7,80.44,23.17
10/14/2021,14823.43,4262400000,14682.74575,14762.5719,14449.01201,1.487779819,2.984869224,NASDAQ,1.35,1.24,1.16,1.37,93.96,113.3,99,12.33,28550.93,16744.29,3558.28,1797.9,81.31,23.48
10/15/2021,14897.34,4494440000,14721.76288,14767.85692,14457.8898,-0.003289178,2.429292746,NASDAQ,1.35,1.24,1.16,1.37,93.94,113.83,100.3,12.47,29068.63,16871.74,3572.37,1768.3,82.28,23.35
10/18/2021,15021.81,4167740000,14776.31691,14777.81586,14469.05653,0.172349404,1.914349869,NASDAQ,1.35,1.24,1.16,1.38,93.95,114.32,99.95,12.35,29025.46,16862,3568.14,1765.7,82.44,23.26
10/19/2021,15129.09,4483400000,14840.45747,14791.59132,14482.1265,-1.051748651,1.335771021,NASDAQ,1.35,1.24,1.16,1.37,93.79,114.29,102,12.46,29215.52,16988.16,3593.15,1770.5,82.96,23.88
10/20/2021,15121.68,4117050000,14891.58884,14804.53597,14494.79093,-3.802487554,1.5992932,NASDAQ,1.34,1.24,1.16,1.38,93.56,114.54,100.2,12.48,29255.55,17099.21,3587,1784.9,83.87,24.45
10/21/2021,15215.7,4961860000,14950.51814,14820.66005,14509.06635,-4.621936552,0.466228961,NASDAQ,1.33,1.23,1.17,1.38,93.77,114.39,101.6,12.15,28708.58,17083.15,3594.78,1781.9,82.5,24.17
10/22/2021,15090.2,5775770000,14975.91484,14831.23025,14520.57395,-4.251898583,1.047368491,NASDAQ,1.34,1.24,1.16,1.38,93.61,113.85,102,12.1,28804.85,17122.24,3582.6,1796.3,83.76,24.45
10/25/2021,15226.71,5750200000,15021.51396,14846.73926,14534.55684,-4.25022871,-0.730426993,NASDAQ,1.34,1.24,1.16,1.38,93.81,113.66,100.5,12.36,28600.41,17169.07,3609.86,1806.8,83.76,24.59
10/26/2021,15235.71,7173230000,15060.4587,14861.99301,14548.44106,-4.919429419,-0.85411182,NASDAQ,1.33,1.24,1.16,1.38,93.95,113.76,99.1,12.43,29106.01,17145.15,3597.64,1793.4,84.65,24.09
10/27/2021,15235.84,6130110000,15092.34621,14876.65368,14562.05292,-5.053347895,-1.300092414,NASDAQ,1.33,1.24,1.16,1.38,93.86,114.19,99.1,12.04,29098.24,16920.38,3562.31,1798.8,82.66,24.19
10/28/2021,15448.12,5714890000,15157.03235,14899.06412,14579.59881,-5.673700101,-1.8551772,NASDAQ,1.33,1.24,1.16,1.37,93.35,113.78,97.05,11.74,28820.09,17077,3518.42,1802.6,82.81,24.12
10/29/2021,15498.39,5338290000,15219.09738,14922.5671,14597.79269,-4.355033007,-2.041954035,NASDAQ,1.33,1.23,1.17,1.38,94.12,113.62,97.4,11.86,28892.69,17016.41,3547.34,1783.9,83.57,23.95
11/1/2021,15595.92,5273950000,15287.61058,14948.97309,14617.55759,-4.479248419,-3.539066628,NASDAQ,1.33,1.24,1.16,1.37,93.88,114.24,99.25,11.99,29647.08,17131.08,3544.48,1795.8,84.05,24.07
11/2/2021,15649.6,5129370000,15353.42684,14976.44866,14637.99407,-4.011540231,-4.810027093,NASDAQ,1.33,1.24,1.16,1.37,94.09,114.09,99.15,11.4,29520.9,17115.17,3505.63,1789.4,83.91,23.51
11/4/2021,15940.31,5297250000,15460.13287,15014.24714,14663.78251,-5.089110563,-5.599702892,NASDAQ,1.34,1.24,1.16,1.37,94.35,114.07,101,11.45,29794.37,17168.87,3526.87,1793.5,78.81,23.91
11/5/2021,15971.59,5566400000,15553.12507,15051.79,14689.67969,-5.321386287,-6.271260407,NASDAQ,1.35,1.25,1.16,1.35,94.32,113.84,97.45,11.6,29611.57,17242.36,3491.57,1816.8,81.27,24.16
11/8/2021,15982.36,5723650000,15631.16779,15088.28294,14715.27732,-4.796913597,-8.982903651,NASDAQ,1.35,1.25,1.16,1.35,94.05,113.47,96.55,11.38,29507.05,17310.51,3498.63,1828,81.93,24.54
11/9/2021,15886.54,5574660000,15677.5991,15119.58714,14738.47064,-5.012671104,-8.649460487,NASDAQ,1.35,1.24,1.16,1.36,93.96,113.25,94.4,11.18,29285.46,17286.91,3507,1830.8,84.15,24.32
11/10/2021,15622.71,5369110000,15667.61926,15139.31745,14755.98033,-2.534771496,-7.515533477,NASDAQ,1.36,1.24,1.16,1.36,94.85,112.91,93.95,11.2,29106.78,17192.03,3492.46,1848.3,81.34,24.77
11/11/2021,15704.28,4570460000,15674.28485,15161.47284,14774.75854,-2.9837089,-7.161996602,NASDAQ,1.36,1.25,1.15,1.34,95.18,113.9,94.35,11.09,29277.86,17220.41,3532.79,1863.9,81.59,25.3
11/12/2021,15860.96,5446540000,15708.22579,15188.90371,14796.26748,-3.941249458,-8.667571194,NASDAQ,1.37,1.26,1.15,1.34,95.13,114.04,93.95,11.12,29609.97,17297.66,3539.1,1868.5,80.79,25.35
11/15/2021,15853.85,5020180000,15734.70292,15214.98004,14817.20971,-2.559189093,-8.754529657,NASDAQ,1.36,1.25,1.14,1.34,95.41,113.98,95.4,10.9,29776.8,17285.55,3533.3,1866.6,80.88,25.11
11/16/2021,15973.86,5533020000,15778.18602,15244.74003,14840.11367,-2.976550439,-8.778216411,NASDAQ,1.36,1.25,1.14,1.34,95.92,114.13,93.85,10.86,29808.12,17302.79,3521.79,1854.1,80.76,24.94
11/17/2021,15921.57,5049320000,15804.25584,15271.28239,14861.52865,-2.045338494,-6.897184134,NASDAQ,1.37,1.26,1.13,1.34,95.83,114.9,92.25,10.65,29688.33,17192.66,3537.37,1872.8,78.36,25.17
11/18/2021,15993.71,5391360000,15838.70205,15299.61288,14883.94808,-2.151533322,-6.855007375,NASDAQ,1.38,1.26,1.13,1.35,95.54,114.19,91.55,10.7,29598.66,17117.74,3520.71,1864,79.01,24.9
11/19/2021,16057.44,4875310000,15878.47259,15329.33159,14907.18554,-0.729443797,-6.449533674,NASDAQ,1.37,1.26,1.14,1.35,96.07,114.28,91.25,10.5,29745.87,16973.96,3560.37,1854.3,76.1,24.78
11/22/2021,15854.76,5567830000,15874.16121,15349.93663,14925.9494,0.736876496,-4.576985082,NASDAQ,1.38,1.27,1.13,1.34,96.5,114.14,90.8,10.57,29774.11,16945.78,3582.08,1809.1,76.75,24.3
11/24/2021,15845.23,4197090000,15868.90099,15369.3599,14944.15297,0.865433951,-4.566358456,NASDAQ,1.38,1.27,1.12,1.34,96.84,115.14,90,10.38,29302.66,17036.81,3592.7,1786.9,78.39,23.5
11/29/2021,15782.83,4836230000,15853.25172,15385.57441,14960.76044,0.657106489,-3.593335289,NASDAQ,1.4,1.27,1.13,1.33,96.34,113.72,89.5,10.4,28283.92,16683.98,3562.7,1785.2,69.95,22.85
11/30/2021,15537.69,6631470000,15795.87686,15391.53973,14972.18479,0.547185586,-2.880029142,NASDAQ,1.4,1.27,1.13,1.33,95.99,113.8,86.85,10.64,27821.76,16318.97,3563.89,1776.5,66.18,22.82
12/1/2021,15254.05,6320260000,15697.36288,15386.14797,14977.76627,2.951544016,-0.179231089,NASDAQ,1.4,1.28,1.13,1.33,96.05,113.3,86.55,10.43,27935.62,16133.89,3576.89,1784.3,65.57,22.34
12/2/2021,15381.32,5418340000,15639.90054,15385.95864,14985.75744,3.118327946,-0.946667776,NASDAQ,1.41,1.28,1.13,1.33,96.13,112.88,86.7,10.54,27753.37,16475.25,3573.84,1762.7,66.5,22.32
12/3/2021,15085.47,5900290000,15539.09499,15374.17477,14987.73194,5.09351051,0.996786974,NASDAQ,1.41,1.28,1.13,1.33,96.12,113.02,86.6,10.56,28029.57,16347.87,3607.43,1783.9,66.26,22.48
12/6/2021,15225.15,5115230000,15482.01408,15368.33066,14992.43329,4.917587019,1.464484751,NASDAQ,1.42,1.28,1.13,1.32,96.29,113.04,86.3,10.39,27927.37,16591.97,3589.31,1779.5,69.49,22.26
12/7/2021,15686.92,5116490000,15519.2697,15380.82436,15006.1855,1.495832197,-1.201829295,NASDAQ,1.42,1.28,1.13,1.33,96.37,113.46,88.6,10.67,28455.6,16853.57,3595.09,1784.7,72.05,22.52
12/8/2021,15786.99,4615390000,15567.94612,15396.75243,15021.64698,1.30943264,-1.21030038,NASDAQ,1.4,1.26,1.13,1.32,95.89,113.53,87.05,10.53,28860.62,16899.92,3637.57,1785.5,72.36,22.43
12/9/2021,15517.37,4515600000,15558.75046,15401.48253,15031.46328,3.480422262,0.852141826,NASDAQ,1.39,1.27,1.13,1.32,96.27,113.68,86.9,10.58,28725.47,16780.47,3673.04,1776.7,70.94,22.01
12/10/2021,15630.6,4426210000,15571.81401,15410.46753,15043.32737,1.434110015,1.981433854,NASDAQ,1.4,1.27,1.13,1.32,96.05,113.45,85.85,10.63,28437.77,16856.63,3666.35,1784.8,71.67,22.2
12/13/2021,15413.28,4573920000,15542.98965,15410.57782,15050.65316,2.802453469,3.622265994,NASDAQ,1.4,1.27,1.13,1.33,96.32,113.5,85.55,10.53,28640.49,16719.57,3681.08,1788.3,71.29,22.33
12/14/2021,15237.64,4865990000,15487.47153,15403.79595,15054.35587,3.577916265,4.88737101,NASDAQ,1.4,1.28,1.13,1.32,96.57,113.58,85.3,10.54,28432.64,16652.58,3661.53,1772.3,70.73,21.92
12/15/2021,15565.58,5343920000,15501.67307,15410.14042,15064.47912,-0.17917739,2.061985483,NASDAQ,1.41,1.29,1.13,1.32,96.51,113.74,86,10.68,28459.72,16813.57,3647.63,1764.5,70.87,21.55
12/16/2021,15180.43,4906480000,15443.26524,15401.13217,15066.77518,0.4849665,2.913487958,NASDAQ,1.4,1.28,1.13,1.33,96.04,114.14,88.2,10.64,29066.32,16849.09,3675.02,1798.2,72.38,22.49
12/17/2021,15169.68,7668770000,15393.52247,15392.05561,15068.8129,1.395151381,3.524134985,NASDAQ,1.39,1.28,1.13,1.33,96.57,113.66,88.25,10.67,28545.68,16668.64,3632.36,1804.9,70.86,22.53
12/20/2021,14980.94,4602640000,15318.50747,15375.93343,15067.07284,0.697753278,5.874264232,NASDAQ,1.41,1.29,1.12,1.32,96.55,113.52,86.55,10.69,27937.81,16442.31,3593.6,1794.6,68.23,22.29
12/21/2021,15341.09,4581720000,15322.61339,15374.56702,15072.49893,-0.755748125,3.34239614,NASDAQ,1.41,1.29,1.13,1.32,96.49,113.66,87.75,10.82,28517.59,16744.27,3625.13,1788.7,71.12,22.53
12/22/2021,15521.89,4107900000,15358.8455,15380.34439,15081.39776,1.063208153,2.911823238,NASDAQ,1.4,1.29,1.13,1.33,96.08,113.99,88.15,10.97,28562.21,16874.88,3622.62,1802.2,72.76,22.82
12/23/2021,15653.37,3935010000,15412.39541,15391.05128,15092.72394,0.853618103,1.71336907,NASDAQ,1.39,1.29,1.13,1.34,96.02,114.12,89.2,10.96,28798.37,16963.44,3643.34,1811.7,73.79,22.94
12/27/2021,15871.26,3743920000,15495.82533,15409.88299,15108.1405,-2.229753655,0.771520346,NASDAQ,1.38,1.28,1.13,1.34,96.09,114.33,90,10.98,28676.46,17141.09,3615.97,1808.8,75.57,22.99
12/28/2021,15781.72,3648500000,15547.80618,15424.46484,15121.4787,-0.957563561,1.747084602,NASDAQ,1.38,1.28,1.13,1.34,96.2,114.79,90.25,11.05,29069.16,17134.16,3630.11,1810.9,75.98,23.12
12/29/2021,15766.22,3714380000,15587.51779,15437.867,15134.24586,-2.238583503,0.561580391,NASDAQ,1.38,1.28,1.13,1.34,95.93,114.77,90.45,11.01,28906.88,17149.93,3597,1805.8,76.56,22.86
12/30/2021,15741.56,3750920000,15615.52546,15449.77653,15146.27188,-3.201207504,0.658575135,NASDAQ,1.38,1.28,1.14,1.35,95.97,114.95,89.8,10.95,28791.71,17164.24,3619.19,1814.1,76.99,23.06
1/4/2022,15622.72,5131110000,15616.83356,15456.55863,15155.7065,-0.36574937,1.024853547,NASDAQ,1.39,1.28,1.13,1.35,96.29,115.33,88.2,10.86,29301.79,17336.76,3632.33,1814.6,76.99,23.06
1/5/2022,15100.17,5031850000,15522.89473,15442.5826,15154.60677,0.531517195,2.897450823,NASDAQ,1.38,1.27,1.13,1.35,96.19,116.17,88.2,10.83,29332.16,17112.6,3595.18,1825.1,77.85,23.17
1/6/2022,15080.86,4790820000,15442.52478,15428.3974,15153.14643,0.588958455,1.148409308,NASDAQ,1.38,1.28,1.13,1.36,96.25,116.13,88.55,10.72,28487.87,17156.52,3586.08,1789.2,79.46,22.19
1/7/2022,14935.9,4238070000,15350.41118,15409.08378,15148.84452,0.301555313,2.982210647,NASDAQ,1.4,1.27,1.13,1.35,95.74,115.86,85.8,10.67,28478.56,17166.28,3579.54,1797.4,78.9,22.41
1/11/2022,15153.45,4390710000,15314.60006,15399.05892,15148.93572,1.238265873,-0.448610712,NASDAQ,1.39,1.27,1.13,1.36,95.62,115.28,85.35,10.92,28222.48,17294.54,3567.44,1818.5,81.22,22.81
1/12/2022,15188.39,4338530000,15291.65278,15390.7974,15149.71699,2.195756101,0.242026969,NASDAQ,1.39,1.26,1.14,1.36,95,115.33,86.1,11.08,28765.66,17353.76,3597.43,1827.3,82.64,23.21
1/13/2022,14806.81,4302020000,15203.49954,15367.89593,15142.92676,5.717369238,5.943954167,NASDAQ,1.37,1.25,1.14,1.37,94.79,114.68,86.2,10.87,28489.13,17259.02,3555.26,1821.4,82.12,23.16
1/14/2022,14893.75,4374020000,15147.18144,15349.30197,15137.99256,6.563222828,5.997415023,NASDAQ,1.37,1.25,1.15,1.37,95.17,114.12,84.9,10.86,28124.28,17219.06,3521.26,1816.5,83.82,22.92
1/19/2022,14340.26,4665340000,15000.46845,15309.7317,15122.19588,10.05184006,8.208428578,NASDAQ,1.39,1.25,1.13,1.36,95.51,114.55,86.2,10.29,27467.23,16818.98,3558.18,1845.5,86.96,24.23
1/20/2022,14154.02,5102050000,14846.56874,15264.40967,15103.02408,11.39040357,10.43223056,NASDAQ,1.39,1.25,1.13,1.36,95.74,114.35,87.45,10.27,27772.93,16663.77,3555.06,1844.9,86.9,24.72
1/21/2022,13768.92,5870830000,14650.6326,15205.76302,15076.60618,14.32675911,11.94254887,NASDAQ,1.39,1.25,1.13,1.36,95.64,113.99,86.45,10.38,27522.26,16397.34,3522.57,1834.1,85.14,24.32
1/24/2022,13855.13,6998770000,14505.99577,15152.79702,15052.41853,12.75765727,9.978325718,NASDAQ,1.39,1.26,1.13,1.36,95.92,113.79,83.35,10.08,27588.37,16413.97,3524.11,1844.2,83.31,23.8
1/25/2022,13539.29,5019380000,14330.23108,15089.52223,15022.45559,11.52852181,14.96599896,NASDAQ,1.4,1.26,1.13,1.35,95.95,114.01,84.1,10.03,27131.34,16340.32,3433.06,1855,85.6,23.9
1/26/2022,13542.12,5771140000,14186.93816,15028.83979,14993.14201,11.36262269,12.09788423,NASDAQ,1.4,1.26,1.13,1.35,96.49,113.88,84.65,9.89,27011.33,16236.51,3455.67,1832,87.35,23.81
1/27/2022,13352.78,5177380000,14035.27304,14963.11196,14960.6596,11.85610787,13.60690433,NASDAQ,1.4,1.27,1.12,1.35,97.26,114.72,83.55,10.04,26170.3,16152.12,3394.25,1795,86.61,22.68
1/28/2022,13770.57,4971930000,13987.14521,14916.34561,14937.09347,10.04228583,8.789541755,NASDAQ,1.42,1.27,1.11,1.34,97.27,115.35,83.25,9.74,26717.34,16397.86,3361.44,1786.6,86.82,22.3
2/7/2022,14015.67,4268730000,13992.33154,14881.02499,14918.84746,8.367206134,9.456700964,NASDAQ,1.41,1.27,1.15,1.35,95.4,115.22,84.25,10.35,27248.87,16722.76,3429.58,1821.8,91.32,23.08
2/8/2022,14194.45,4293770000,14029.08035,14854.10048,14904.50295,4.314080503,9.351824128,NASDAQ,1.4,1.27,1.14,1.35,95.64,115.06,83.35,10.18,27284.52,16853.71,3452.63,1827.9,89.36,23.2
2/9/2022,14490.37,4729730000,14112.95119,14839.83654,14896.3023,2.783779848,8.02602004,NASDAQ,1.4,1.27,1.14,1.35,95.49,115.53,84.65,10.28,27579.87,17069.66,3479.95,1836.6,89.66,23.34
2/10/2022,14185.64,5212510000,14126.16734,14814.18178,14882.22978,1.089975496,11.88257985,NASDAQ,1.39,1.27,1.14,1.35,95.55,115.6,84.7,9.88,27696.08,16855.96,3485.91,1837.4,89.88,23.52
2/14/2022,13790.92,4347350000,14065.21328,14774.05386,14860.61968,2.632891787,14.43558515,NASDAQ,1.4,1.27,1.14,1.36,96.37,115.58,82.65,9.95,27079.59,16531.31,3428.88,1869.4,95.46,23.85
2/15/2022,14139.76,4416840000,14078.76723,14749.1796,14846.34524,-2.62267535,11.50274121,NASDAQ,1.4,1.27,1.13,1.35,95.99,115.54,82.8,10.04,26865.19,16745.83,3446.09,1856.2,92.07,23.34
2/16/2022,14124.09,4238560000,14087.00773,14724.66628,14832.04315,-1.904264275,11.45185283,NASDAQ,1.4,1.27,1.14,1.35,95.7,115.64,82.4,10.01,27460.4,16770.36,3465.83,1871.5,93.66,23.61
2/17/2022,13716.72,4278370000,14019.68269,14685.13897,14809.95754,-1.293530815,13.89545022,NASDAQ,1.39,1.27,1.14,1.36,95.8,115.39,81.85,9.65,27232.87,16492.05,3468.04,1902,91.76,23.88
2/18/2022,13548.07,4501940000,13933.93493,14640.54803,14784.96967,-0.043917695,11.45624432,NASDAQ,1.39,1.27,1.14,1.36,96.04,114.87,80.8,9.63,27122.07,16392.32,3490.76,1899.8,91.07,23.99
2/24/2022,13473.59,6180200000,13850.23585,14594.78497,14759.00176,-0.896642988,11.92904044,NASDAQ,1.38,1.27,1.13,1.35,97.14,114.9,79.55,9.37,25970.82,15995.99,3429.96,1926.3,92.81,24.69
2/25/2022,13694.62,4628720000,13821.94206,14559.48439,14737.92489,0.554597353,9.063997395,NASDAQ,1.4,1.28,1.12,1.34,96.62,115.57,79.75,9.51,26476.5,16427.96,3451.41,1887.6,91.59,24.02
2/28/2022,13751.4,5928130000,13809.11623,14527.7948,14718.38975,1.921767965,10.19568917,NASDAQ,1.39,1.28,1.12,1.34,96.71,115.58,80.85,9.38,26526.82,16313.89,3462.31,1900.7,95.72,24.37
3/1/2022,13532.46,6131350000,13758.8151,14488.76206,14694.90599,4.891867406,12.23672562,NASDAQ,1.38,1.27,1.12,1.34,97.41,115.08,80,9.22,26844.72,16069.16,3488.83,1943.8,103.41,25.54
3/2/2022,13752.02,5246390000,13757.57963,14459.87022,14676.23498,5.369029423,7.670073197,NASDAQ,1.38,1.27,1.11,1.33,97.39,114.83,79.5,9.31,26393.03,16380.91,3484.19,1922.3,110.6,25.19
