Date,Close,Volume,EMA10,EMA50,EMA100,ROC12,ROC24,Name,AUD,CAD,EUR,GBP,USD,JPY,ENX,JPXGY,NIKKEI,NASDAQ,SSE,GOLD,OIL,SILVER
7/21/2015,10919,3343690000,10924.52252,,,-0.496199286,0.279695943,NYSE,1.36,1.3,1.08,1.56,97.33,124.29,39.99,8.54,20841.97,5208.12,4017.68,1103.5,50.36,14.79
7/22/2015,10899.86,3694070000,10920.03842,,,-1.07505968,0.897259231,NYSE,1.35,1.29,1.09,1.56,97.6,123.86,39.6,8.54,20593.67,5171.77,4026.04,1091.5,49.19,14.73
7/23/2015,10840.73,3772810000,10905.61871,,,-0.105251215,1.595187778,NYSE,1.36,1.3,1.09,1.56,97.12,124.07,39.47,8.73,20683.95,5146.41,4123.92,1094.1,48.45,14.7
7/24/2015,10721.95,3870040000,10872.2244,,,-0.79416524,3.530327972,NYSE,1.36,1.3,1.1,1.55,97.24,123.88,39.45,8.55,20544.53,5088.63,4070.91,1085.5,48.14,14.49
7/27/2015,10656.61,3836750000,10833.02178,,,0.308728573,3.58791398,NYSE,1.37,1.3,1.1,1.55,96.5,123.76,39,8.18,20350.1,5039.78,3725.56,1096.9,47.39,14.61
7/28/2015,10790.18,4117740000,10825.23237,,,0.590722305,3.328767453,NYSE,1.37,1.3,1.11,1.56,96.77,123.24,38.75,8.61,20328.89,5089.21,3663,1096.7,47.98,14.64
7/29/2015,10883.91,4038900000,10835.90103,,,0.559909077,1.674306384,NYSE,1.36,1.29,1.11,1.56,96.98,123.58,39,8.72,20302.91,5111.73,3789.17,1093.3,48.79,14.74
7/30/2015,10881.75,3579410000,10844.2372,,,1.024743263,1.415029752,NYSE,1.37,1.29,1.1,1.56,97.56,123.94,40.6,8.75,20522.83,5128.78,3705.77,1088.7,48.52,14.7
7/31/2015,10882.28,3681340000,10851.15408,,,0.703437147,1.452177301,NYSE,1.37,1.3,1.09,1.56,97.37,124.07,41.56,8.76,20585.24,5128.28,3663.73,1095.1,47.12,14.75
8/3/2015,10841.26,3476770000,10849.35515,,,1.693622328,-0.469779343,NYSE,1.37,1.31,1.1,1.56,97.49,124.04,42,8.61,20548.11,5115.38,3622.91,1089.4,45.17,14.52
8/4/2015,10824.7,3546710000,10844.8724,,,1.500919194,-0.180143561,NYSE,1.37,1.32,1.1,1.56,97.93,123.95,41.75,8.68,20520.36,5105.55,3756.54,1090.7,45.74,14.56
8/5/2015,10847.85,3968680000,10845.41378,,,0.655890338,0.10269316,NYSE,1.36,1.32,1.09,1.56,97.96,124.27,41.64,8.77,20614.06,5139.94,3694.57,1085.6,45.15,14.55
8/6/2015,10799.44,4246570000,10837.05491,,,0.92986303,0.605401762,NYSE,1.36,1.32,1.09,1.56,97.83,124.73,41.66,8.71,20664.44,5056.44,3661.54,1090.1,44.66,14.68
8/7/2015,10763.15,3602320000,10823.61765,,,0.720792705,0.181452456,NYSE,1.36,1.31,1.09,1.55,97.56,124.73,40.19,8.59,20724.56,5043.54,3744.21,1094.1,43.87,14.82
8/10/2015,10906.05,3514460000,10838.60535,,,-1.688053878,-0.703554449,NYSE,1.35,1.31,1.1,1.55,97.16,124.3,40.79,8.7,20808.69,5101.8,3928.42,1104.1,44.96,15.29
8/11/2015,10802.09,3708880000,10831.9662,,,-1.346776411,-1.530166847,NYSE,1.35,1.3,1.1,1.56,97.29,124.61,40.44,8.51,20720.75,5036.79,3927.91,1107.7,43.08,15.28
8/12/2015,10779.46,4269130000,10822.41962,,,0.099448395,-0.834457385,NYSE,1.37,1.31,1.1,1.56,96.26,125.07,39.36,8.44,20392.77,5044.39,3886.32,1123.6,43.3,15.48
8/13/2015,10745.31,3221300000,10808.39969,,,1.289865067,1.010766558,NYSE,1.35,1.3,1.12,1.56,96.45,124.25,39.99,8.56,20595.55,5033.56,3954.56,1115.6,42.23,15.4
8/14/2015,10782.24,2795590000,10803.64338,,,0.922906557,1.508128181,NYSE,1.36,1.31,1.12,1.56,96.57,124.36,40,8.53,20519.45,5048.24,3965.33,1112.7,42.5,15.21
8/17/2015,10818.57,2867690000,10806.35731,,,0.588894835,1.614723573,NYSE,1.36,1.31,1.11,1.57,96.82,124.35,39.87,8.46,20620.26,5091.7,3993.67,1118.4,41.87,15.3
8/18/2015,10792.8,2949990000,10803.89235,,,0.449003039,1.538340375,NYSE,1.36,1.31,1.11,1.56,96.97,124.44,39.99,8.36,20554.47,5059.35,3748.16,1116.9,42.62,14.79
8/19/2015,10687.02,3512920000,10782.64283,,,1.288291778,3.161311572,NYSE,1.36,1.31,1.1,1.57,96.46,124.37,39.97,8.32,20222.63,5019.05,3794.11,1127.9,40.8,15.18
8/20/2015,10475.75,3922470000,10726.84413,10876.3678,,3.552012982,4.881941627,NYSE,1.36,1.31,1.11,1.57,95.75,123.9,38.83,8.04,20033.52,4877.49,3664.29,1153.2,41.14,15.52
8/21/2015,10195.69,5018240000,10630.27065,10849.67455,,5.921619822,7.094272188,NYSE,1.36,1.31,1.12,1.57,94.83,123.42,38.9,7.58,19435.83,4706.04,3507.74,1159.6,40.45,15.3
8/24/2015,9789.94,6612690000,10477.48326,10808.11634,,9.940918943,11.33735243,NYSE,1.38,1.32,1.14,1.57,93.31,121.73,37.1,7.17,18540.68,4526.25,3209.91,1153.6,38.24,14.76
8/25/2015,9692.39,5183560000,10334.73903,10764.36236,,12.52178255,11.84785177,NYSE,1.39,1.33,1.16,1.58,94.53,118.88,39.72,7.26,17806.7,4506.49,2964.97,1138.3,39.31,14.61
8/26/2015,9979.67,5338250000,10270.18103,10733.59011,,8.240953859,7.437921294,NYSE,1.41,1.33,1.16,1.57,95.1,118.54,39,7.4,18376.83,4697.54,2927.29,1124.6,38.6,14.04
8/27/2015,10230.51,5006390000,10262.96811,10713.86148,,5.365812653,4.164992752,NYSE,1.4,1.33,1.13,1.55,95.61,120.06,40.15,7.9,18574.44,4812.71,3083.59,1122.6,42.56,14.42
8/28/2015,10242.06,3949080000,10259.16664,10695.35946,,4.913562311,5.351657772,NYSE,1.39,1.32,1.12,1.54,96.11,121,40.43,7.91,19136.32,4828.32,3232.35,1134,45.22,14.55
8/31/2015,10176.5,3915100000,10244.13634,10675.01203,,5.952341178,6.951407655,NYSE,1.4,1.32,1.12,1.54,95.95,121.29,40.79,7.73,18890.48,4776.51,3205.99,1132.5,49.2,14.59
9/1/2015,9874.67,4371850000,10176.96064,10643.62607,,9.558800446,10.1986193,NYSE,1.41,1.31,1.12,1.54,95.45,121.09,39.35,7.09,18165.69,4636.1,3166.62,1139.8,45.41,14.62
9/2/2015,10013.36,3742620000,10147.21507,10618.90975,,7.784000575,8.677606717,NYSE,1.43,1.33,1.13,1.53,95.83,119.71,39.15,7.34,18095.4,4749.98,3160.17,1133.6,46.25,14.67
9/8/2015,10109.68,3548650000,10140.39051,10598.93996,,5.710764337,7.236430827,NYSE,1.44,1.33,1.12,1.53,95.88,119.4,40.29,7.27,17427.08,4811.93,3170.45,1121,45.94,14.75
9/9/2015,9988.91,3652120000,10112.8486,10575.01722,,4.87380505,8.367179202,NYSE,1.42,1.32,1.12,1.54,96.01,120.09,40.9,7.32,18770.51,4756.53,3243.09,1102,44.15,14.58
9/10/2015,10019.39,3626320000,10095.85613,10553.22791,,1.759588159,8.268567248,NYSE,1.44,1.33,1.12,1.54,95.46,120.28,40.84,7.38,18299.62,4796.25,3197.89,1109.3,45.92,14.65
9/11/2015,10040.22,3218590000,10085.74047,10533.10996,,-2.492774063,7.561786495,NYSE,1.41,1.32,1.13,1.54,95.19,120.62,40.37,7.51,18264.22,4822.34,3200.23,1103.3,44.63,14.51
9/14/2015,9988.59,3000200000,10068.07675,10511.75623,,-2.965383503,7.754447825,NYSE,1.41,1.32,1.13,1.54,95.25,120.8,40.1,7.5,17965.7,4805.76,3114.8,1107.7,44,14.36
9/15/2015,10105.87,3239860000,10074.94825,10495.83912,,-1.248779175,7.917972426,NYSE,1.4,1.33,1.13,1.54,95.61,120.36,40.35,7.38,18026.48,4860.52,3005.17,1102.6,44.59,14.33
9/16/2015,10236.72,3630680000,10104.36129,10485.67759,,-0.060663963,5.52296048,NYSE,1.4,1.32,1.13,1.53,95.42,120.43,40.29,7.17,18171.6,4889.24,3152.26,1119,47.15,14.89
9/17/2015,10215.54,4183790000,10124.5756,10475.08396,,0.259604485,5.520217238,NYSE,1.39,1.32,1.13,1.55,94.55,120.52,40.28,7.09,18432.27,4893.95,3086.06,1117,46.9,14.98
9/18/2015,10031.6,6021240000,10107.67095,10457.69243,,1.444435584,7.114617808,NYSE,1.39,1.32,1.14,1.56,94.86,120.05,39.9,6.95,18070.21,4827.23,3097.92,1137.8,44.68,15.16
9/24/2015,9837.81,4091530000,10058.60532,10433.38332,,0.374676884,9.60000244,NYSE,1.43,1.33,1.12,1.53,95.99,120.2,38.19,6.8,17571.83,4734.48,3142.69,1153.8,44.91,15.13
9/25/2015,9857.26,3721870000,10021.99708,10410.79025,,1.583604369,9.752304393,NYSE,1.43,1.33,1.12,1.52,96.27,120.24,38.72,7,17880.51,4686.5,3092.35,1145.6,45.7,15.11
9/28/2015,9601.42,4326660000,9945.528521,10379.05024,,5.29359199,12.40837293,NYSE,1.42,1.33,1.12,1.52,96.03,120.37,38.2,6,17645.11,4543.97,3100.76,1131.7,44.43,14.54
9/29/2015,9622.07,4132390000,9886.717881,10349.36474,,3.812485255,11.06778479,NYSE,1.43,1.34,1.12,1.52,95.89,119.84,37.33,6.87,16930.84,4517.32,3038.14,1126.8,45.23,14.57
9/30/2015,9799.69,4525070000,9870.89463,10327.80886,,2.241907652,6.898789656,NYSE,1.43,1.34,1.13,1.52,96.35,119.86,38.1,7.1,17388.15,4620.16,3052.78,1115.2,45.09,14.52
10/8/2015,10361.04,3939140000,9960.01197,10329.11205,,-3.09640731,-1.595882267,NYSE,1.39,1.31,1.12,1.53,95.32,119.92,38.5,7.75,18141.17,4810.79,3143.36,1144.3,49.43,15.77
10/9/2015,10361.26,3706900000,10032.96616,10330.37275,,-3.596763328,-5.514001193,NYSE,1.38,1.3,1.13,1.54,94.81,119.93,38.5,7.97,18438.67,4830.47,3183.15,1155.9,49.63,15.82
10/13/2015,10262.94,3401920000,10074.77958,10327.72833,,-1.530458134,-5.559323157,NYSE,1.36,1.3,1.14,1.53,94.76,120.01,38.18,7.97,18234.74,4796.61,3293.23,1165.4,46.66,15.91
10/14/2015,10229.67,3644590000,10102.94148,10323.8829,,0.068917179,-2.443871601,NYSE,1.38,1.3,1.14,1.53,93.93,119.72,37.97,7.75,17891,4782.85,3262.44,1179.8,46.64,16.12
10/15/2015,10378.27,3746290000,10153.00121,10326.01573,,-1.567987728,-1.423744034,NYSE,1.37,1.29,1.15,1.55,94.37,118.83,38.15,8.06,18096.9,4870.1,3338.07,1187.5,46.38,16.16
10/16/2015,10421.91,3595430000,10201.89372,10329.77629,,-3.745090871,-1.725691356,NYSE,1.36,1.29,1.14,1.55,94.54,119.05,38.65,8.12,18291.8,4886.69,3391.35,1183.1,47.26,16.11
10/19/2015,10391.6,3287320000,10236.38577,10332.20075,,-5.329208207,-2.069941106,NYSE,1.38,1.29,1.14,1.54,94.96,119.27,38.92,7.95,18131.23,4905.47,3386.7,1172.8,45.89,15.84
10/20/2015,10383.42,3331500000,10263.11926,10334.20935,,-5.06730923,-4.899638077,NYSE,1.38,1.3,1.13,1.55,94.85,119.5,38.99,7.91,18207.15,4880.97,3425.33,1177.5,45.55,15.92
10/21/2015,10306.44,3627790000,10270.99576,10333.12035,,-6.840577348,-2.843658916,NYSE,1.38,1.3,1.14,1.54,95.05,119.78,38.93,8.15,18554.28,4840.12,3320.68,1167.1,45.2,15.71
10/22/2015,10448.83,4430850000,10303.32926,10337.65799,,-7.912464841,-3.245817953,NYSE,1.39,1.31,1.13,1.54,96.34,119.84,38.98,7.92,18435.87,4920.05,3368.74,1166.1,45.38,15.84
10/23/2015,10506.51,4108460000,10340.27121,10344.27963,,-6.72744803,-4.926469398,NYSE,1.39,1.31,1.11,1.54,97.07,120.86,39.47,8.09,18825.3,5031.86,3412.43,1162.8,44.6,15.83
10/26/2015,10464.62,3385800000,10362.88008,10348.99886,,-0.989811383,-4.254621764,NYSE,1.38,1.32,1.1,1.53,96.86,121.3,39.42,7.96,18947.12,5034.7,3429.58,1166.2,43.98,15.91
10/27/2015,10400.18,4216880000,10369.66189,10351.00597,,-0.374224292,-3.461093943,NYSE,1.38,1.32,1.11,1.54,96.91,120.95,39.63,8.05,18777.04,5030.15,3434.34,1165.8,43.2,15.86
10/28/2015,10538.2,4698110000,10400.30518,10358.34691,,-2.612021028,-5.215406806,NYSE,1.39,1.33,1.1,1.53,97.78,120.48,39.8,7.96,18903.02,5095.69,3375.2,1176.1,45.94,16.29
10/29/2015,10498.16,4008940000,10418.09697,10363.82978,,-2.55749579,-3.736750059,NYSE,1.41,1.32,1.09,1.53,97.28,120.86,39.92,7.84,18935.71,5074.27,3387.31,1147.3,46.06,15.55
10/30/2015,10460.96,4256200000,10425.89024,10367.6388,,-0.790462826,-2.143589116,NYSE,1.41,1.32,1.1,1.53,96.95,121,39.98,8,19083.1,5053.75,3382.56,1141.4,46.59,15.57
11/2/2015,10579.87,3760020000,10453.88656,10375.9616,,-1.493024016,-3.443615092,NYSE,1.4,1.31,1.1,1.54,96.93,120.5,39.42,7.91,18683.24,5127.15,3325.08,1135.9,46.14,15.41
11/4/2015,10563.96,4078870000,10473.89992,10383.33408,,-1.631585125,-5.039398104,NYSE,1.39,1.31,1.1,1.54,97.95,121.1,39.18,7.73,18926.91,5142.48,3459.64,1106.2,46.32,15.06
11/5/2015,10548.36,4051890000,10487.43811,10389.80569,,-1.563655393,-6.736118221,NYSE,1.4,1.32,1.09,1.54,97.94,121.49,42.5,7.61,19116.41,5127.74,3522.82,1104.2,45.2,14.98
11/6/2015,10513.36,4369020000,10492.15118,10394.65096,,-1.968162414,-6.240630969,NYSE,1.4,1.32,1.09,1.52,99.16,121.67,43.69,7.68,19265.6,5147.12,3590.03,1087.7,44.29,14.69
11/9/2015,10415.19,3882350000,10478.15824,10395.45641,,0.322989787,-7.813299613,NYSE,1.42,1.33,1.07,1.51,98.98,123.2,43.97,7.79,19642.74,5095.3,3646.88,1088.1,43.87,14.41
11/10/2015,10432.35,3821440000,10469.82947,10396.90322,,0.710865721,-7.766994014,NYSE,1.42,1.33,1.08,1.51,99.29,123.08,43.63,7.9,19671.26,5083.24,3640.49,1088.5,44.21,14.36
11/11/2015,10399.9,3692410000,10457.11502,10397.02074,,0.622313676,-5.771305493,NYSE,1.42,1.33,1.07,1.51,99.01,123.08,43.51,7.95,19691.39,5067.02,3650.25,1084.9,42.93,14.26
11/12/2015,10235.95,4016370000,10416.9032,10390.70424,,1.604443164,1.222065368,NYSE,1.41,1.33,1.08,1.52,98.65,122.76,43.06,7.91,19697.77,5005.08,3632.9,1081,41.75,14.23
11/13/2015,10155.07,4278750000,10369.29716,10381.46368,,3.772795264,2.030414364,NYSE,1.4,1.33,1.08,1.52,98.99,122.56,43.1,7.66,19596.91,4927.88,3580.84,1080.9,40.74,14.2
11/16/2015,10299.4,3741240000,10356.58859,10378.2455,,1.929821155,-0.354001204,NYSE,1.41,1.33,1.07,1.52,99.44,122.36,42.57,7.79,19393.69,4984.62,3606.96,1083.6,41.74,14.22
11/17/2015,10285.76,4427350000,10343.71066,10374.61861,10543.1113,1.703325763,-0.545317021,NYSE,1.41,1.33,1.07,1.52,99.63,123.27,43.53,7.82,19630.63,4986.02,3604.79,1068.6,40.67,14.17
11/18/2015,10429.6,3926390000,10359.32691,10376.77475,10540.86355,1.440803099,-0.492156938,NYSE,1.41,1.33,1.06,1.52,99.65,123.45,44.53,7.8,19649.18,5075.2,3568.47,1068.7,40.75,14.08
11/19/2015,10431.46,3628110000,10372.44201,10378.91927,10538.69714,1.270196118,-0.091549984,NYSE,1.4,1.33,1.07,1.52,98.99,123.53,45.58,7.97,19859.81,5073.64,3617.06,1077.9,40.54,14.22
11/20/2015,10444.2,3929600000,10385.48892,10381.47929,10536.82591,0.997299937,-0.503628808,NYSE,1.39,1.33,1.07,1.53,99.57,122.91,46.56,8,19879.81,5104.92,3630.5,1076.3,40.39,14.1
11/24/2015,10449.72,3884930000,10397.1673,10384.1554,10535.10104,0.609011533,-0.634466761,NYSE,1.39,1.34,1.06,1.51,99.53,122.92,44.65,8.09,19924.89,5102.81,3616.11,1073.3,42.87,14.16
11/25/2015,10450.36,2852940000,10406.8387,10386.75166,10533.423,-0.33654343,-1.377177437,NYSE,1.38,1.33,1.06,1.51,99.8,122.5,46.04,7.98,19847.58,5116.14,3647.93,1069.7,43.04,14.16
11/27/2015,10450.53,1466840000,10414.78257,10389.25277,10531.78156,-0.173962469,-0.016267118,NYSE,1.39,1.33,1.06,1.51,100.02,122.63,46.92,7.92,19883.94,5127.52,3436.3,1056.2,41.71,14.03
11/30/2015,10409.59,4275030000,10413.83847,10390.05031,10529.36192,-0.09308724,0.931064528,NYSE,1.39,1.34,1.06,1.5,100.17,122.83,47.08,7.9,19747.47,5108.67,3445.41,1065.3,41.65,14.09
12/1/2015,10519.59,3712120000,10433.06602,10395.1303,10529.16842,-2.696302803,-0.522548883,NYSE,1.38,1.33,1.06,1.51,99.8,123.21,46.31,7.86,20012.4,5156.31,3456.31,1063.5,41.85,14.08
12/2/2015,10389.2,3950640000,10425.09038,10394.89774,10526.39677,-2.253590267,0.105686675,NYSE,1.37,1.34,1.06,1.51,99.99,122.92,46.35,7.89,19938.13,5123.22,3536.91,1053.8,39.94,14.01
12/3/2015,10257.38,4306490000,10394.59758,10389.50488,10521.0697,0.409656267,2.737736147,NYSE,1.37,1.33,1.06,1.49,97.62,123.23,46.11,7.74,19939.9,5037.53,3584.82,1061.2,41.08,14.08
12/4/2015,10408.86,4214910000,10397.19075,10390.26391,10518.84773,-1.182646322,0.857922962,NYSE,1.36,1.33,1.09,1.51,98.35,122.65,45.7,7.79,19504.48,5142.27,3524.99,1084.1,39.97,14.53
12/7/2015,10304.53,4043820000,10380.34334,10386.90179,10514.60381,1.213738036,1.518070208,NYSE,1.36,1.34,1.09,1.51,98.66,123.19,46.58,7.71,19698.15,5101.81,3536.93,1075.2,37.65,14.33
12/8/2015,10198.37,4173570000,10347.25728,10379.50839,10508.34176,2.28556132,3.740793872,NYSE,1.38,1.35,1.08,1.51,98.47,123.28,45.61,7.49,19492.6,5098.24,3470.07,1075.3,37.51,14.12
12/9/2015,10162.37,4385250000,10313.64141,10370.99316,10501.49083,2.773270408,3.951735668,NYSE,1.38,1.36,1.09,1.5,97.35,122.91,45.96,7.48,19301.07,5022.87,3472.44,1076.5,37.16,14.19
12/10/2015,10172.04,3715150000,10287.8957,10363.19107,10494.96705,2.729835903,3.699552892,NYSE,1.38,1.36,1.1,1.52,97.94,121.7,45.28,7.59,19046.55,5045.17,3455.5,1072,36.76,14.11
12/11/2015,9976.65,4301060000,10231.30557,10348.0326,10484.70335,4.748187017,5.37966151,NYSE,1.38,1.36,1.09,1.52,97.57,121.71,44.33,7.6,19230.48,4933.47,3434.58,1075.7,35.62,13.88
12/14/2015,9986.76,4612440000,10186.84274,10333.86505,10474.84308,4.643848455,4.289979933,NYSE,1.4,1.37,1.1,1.52,97.6,120.89,44.15,7.72,18883.42,4952.23,3520.67,1063.4,36.31,13.7
12/15/2015,10110.94,4353540000,10173.04224,10325.12289,10467.63708,2.953731305,3.178834015,NYSE,1.38,1.37,1.1,1.52,98.22,121.09,44.79,7.66,18565.9,4995.36,3510.35,1061.6,37.35,13.77
12/16/2015,10267.83,4635450000,10190.27638,10322.87611,10463.68051,2.45192996,1.286250357,NYSE,1.39,1.37,1.09,1.5,97.87,121.68,45.1,7.87,19049.91,5071.13,3516.19,1076.8,35.52,14.25
12/17/2015,10112.63,4327390000,10176.15886,10314.63116,10456.72901,2.734896857,1.219465164,NYSE,1.39,1.38,1.09,1.5,99.27,122.46,47.2,7.94,19353.56,5002.55,3580,1049.6,34.95,13.7
12/18/2015,9967.64,6683070000,10138.24634,10301.02367,10447.04408,2.906806426,1.880384926,NYSE,1.4,1.39,1.08,1.49,98.7,122.45,47.29,7.85,18986.8,4923.08,3578.96,1065,34.73,14.1
12/21/2015,10023.03,3760280000,10117.29791,10290.12195,10438.64776,3.849434752,2.757349823,NYSE,1.4,1.39,1.09,1.49,98.46,121.3,46.94,7.93,18916.02,4968.92,3642.47,1080.6,34.74,14.32
12/22/2015,10112.4,3520860000,10116.40738,10283.15247,10432.18741,1.899944622,1.71433092,NYSE,1.39,1.4,1.09,1.49,98.24,121.21,46.86,8.01,18886.7,5001.11,3651.77,1074.1,36.14,14.31
12/24/2015,10258.55,1411860000,10142.25149,10282.18766,10428.74905,-0.586632614,1.667389641,NYSE,1.38,1.39,1.09,1.49,97.98,120.93,46.74,7.97,18789.69,5048.49,3612.49,1075.9,38.1,14.38
12/28/2015,10217.4,2492510000,10155.91486,10279.64697,10424.56392,-0.538591031,2.095053536,NYSE,1.37,1.38,1.1,1.49,97.92,120.23,46.86,7.86,18873.35,5040.99,3533.78,1068.3,36.81,13.88
12/29/2015,10306.6,2542000000,10183.31216,10280.70395,10422.228,-1.305571187,1.33506685,NYSE,1.38,1.39,1.1,1.49,98.1,120.35,47.72,7.99,18982.23,5107.94,3563.74,1068,37.87,13.93
12/30/2015,10225.83,2367430000,10191.04267,10278.55203,10418.33893,-2.436770414,2.189455526,NYSE,1.37,1.38,1.09,1.48,98.27,120.53,48,7.88,19033.71,5065.85,3572.88,1059.8,36.6,13.84
1/4/2016,10001.56,4304880000,10156.59128,10267.6896,10410.08588,-0.147976916,4.487299981,NYSE,1.37,1.39,1.09,1.47,98.87,120.31,46.4,7.72,18450.98,4903.09,3296.26,1075.2,36.76,13.84
1/5/2016,10028.06,3706620000,10133.22196,10258.29236,10402.52101,0.826480895,4.212878662,NYSE,1.39,1.39,1.08,1.47,99.4,119.47,46.46,7.79,18374,4891.43,3287.71,1078.4,35.97,13.97
1/6/2016,9868.26,4336660000,10085.04705,10242.99697,10391.94159,4.04904208,5.485566858,NYSE,1.4,1.4,1.08,1.47,99.18,119.1,46.3,7.64,18191.32,4835.76,3361.84,1091.9,33.97,13.98
1/7/2016,9650.42,5076590000,10006.02395,10219.75866,10377.25799,4.789532476,9.00655101,NYSE,1.41,1.41,1.08,1.46,98.22,118.61,45.31,7.53,17767.34,4689.43,3125,1107.8,33.27,14.34
